WY	A 2013 Audi A4 was just scanned http://t.co/ACZACnVx3d #kbb #whatsyourcarworth #ebaymotors	Thu Apr 30 16:25:26 +0000 2015	0
FL	A 2003 Jaguar X-Type was just scanned http://t.co/ACZACnVx3d #carfax #scanner #iphone	Thu Apr 30 16:25:55 +0000 2015	0
CA	First, let me hop out the motherfuckin Porsche	Thu Apr 30 00:11:03 +0000 2015	0
TX	I'm at @24HourFitness in Austin, TX https://t.co/ac0lVXSc9G	Thu Apr 30 00:11:06 +0000 2015	0
TX	Her to see "The Who" &amp; Joan Jet (@ Toyota Center in Houston, TX w/ @geralynk) https://t.co/11ks9Yeoas	Thu Apr 30 00:11:13 +0000 2015	0
TX	I'm at @Chilis Grill &amp; Bar in Eagle Pass, TX https://t.co/ZhXABjeNCj	Thu Apr 30 00:11:29 +0000 2015	0
NV	A 2000 Toyota Camry was just scanned near Las Vegas, NV 89104 http://t.co/ACZACnVx3d #usedcar #scanner #vinny_says	Thu Apr 30 00:11:34 +0000 2015	0
WV	Opened Parking Complaint request via iPhone at 129 W Montgomery St http://t.co/2M8WlHShg1. White honda accord. no area 8 sticker.	Thu Apr 30 00:11:58 +0000 2015	0
WV	The madness has begun!! #ShareAMC  #MarvelMarathonatAMC  #Avengers  #AgeOfUltron @ AMC Lincoln Square 13 https://t.co/F2KSnRvntf	Thu Apr 30 00:12:16 +0000 2015	0
TX	Ready to get my curry on! (@ Muang Thai in Austin, TX) https://t.co/3JXNL7zMyp	Thu Apr 30 00:13:26 +0000 2015	0
WV	Look what we found. Someone is VERY happy. On to the Picassos! (@ Ford Gyata) https://t.co/sRxAj0HGxV http://t.co/5mnDxcg2N3	Wed Apr 29 10:41:42 +0000 2015	0
TX	Thousands on public charter school wait lists:   Across the state of Texas more than 100,000 students are on a… http://t.co/rx3kq421Ch	Wed Apr 29 10:42:13 +0000 2015	0
WA	Avengers Double Feature (@ Lincoln Square Cinemas - @cinemarkusa for Avengers IMAX 3D Double Feature) https://t.co/vYJTNmBioi	Thu Apr 30 22:09:08 +0000 2015	0
WY	That was a great car -- brand new gmc terrain (at @Avis Car Rental in Boston, MA) https://t.co/JqKv32vpTY	Thu Apr 30 22:09:12 +0000 2015	0
AK	Phil's brough Abi a mini cooper she can't drive tho #Eastenders	Thu Apr 30 22:09:28 +0000 2015	0
CA	A 2012 Toyota Sienna was just scanned near South San Francisco, CA 94080 http://t.co/ACZACnVx3d #follow #cars #vinnyapp	Thu Apr 30 22:09:44 +0000 2015	0
NM	A 2005 Honda Pilot was just scanned near Lexington, KY 40509 http://t.co/ACZACnVx3d #whatsyourcarworth #ipad	Thu Apr 30 22:09:46 +0000 2015	0
CA	At a car wash where every single car is a BMW, Mercedes, Rolls-Royce, or Maserati. Wait, 1 Lexus. How humbling...? #LosAngeles #help	Thu Apr 30 22:09:59 +0000 2015	0
TX	Found this gem of my pops at his old high school lol @ John H. Reagan High School (Austin, Texas) https://t.co/C0PQSbugKj	Thu Apr 30 22:10:39 +0000 2015	0
WV	Lobster sandwiches #newyorkcity #foodporn no #tbt @ Del Frisco's Double Eagle Steak House - New York https://t.co/Zcm0USUMeb	Thu Apr 30 22:11:37 +0000 2015	0
NV	Fun times at Austin and Lauren's birthday celebration! #monkeybusiness #birthdaycelebrations @ Monkey… https://t.co/MNfhuN5Pgq	Sat May 02 15:39:43 +0000 2015	0
HI	Rodada leve. I just finished cycling 32.37 km in 2h:15m:55s with Angel Ramírez Honda using #Endomondo #endorphins http://t.co/LIHmzqVPVF	Sat May 02 15:39:43 +0000 2015	0
WY	Rare Eagle Bourbon Mint Juleps for #DerbyDay. Starting at 4pm. Wear a fancy hat.	Sat May 02 15:39:59 +0000 2015	0
WV	Rip camaro😞😪 http://t.co/ZqDk7Y3y2s	Sat May 02 15:40:01 +0000 2015	0
WY	IM HAPPY ASL LBS IM TYPING IN CAPS AND SHIT	Sat May 02 15:40:20 +0000 2015	0
WA	A 2009 Nissan Altima was just scanned near Richmond, BC V6W http://t.co/ACZACnVx3d #buyacar #usedcar #vinny_says	Wed Apr 29 23:58:24 +0000 2015	0
WV	Typical Bimmer guy. #Bimmer #325 #HeDoesWhatHeWants #BMW #WNR #Cycling @ Greenwich High School https://t.co/7opW7fptyS	Wed Apr 29 23:58:26 +0000 2015	0
TX	#TweetMyJobs #Transportation #Job alert: Student Route Driver | #Austin, TX http://t.co/kei2d1ZjYw #Driver #Jobs #Hiring	Wed Apr 29 23:58:45 +0000 2015	0
TX	Amazing. (@ Covert Park at Mt. Bonnell - @austintexasgov in Austin, TX) https://t.co/4KdMrvRsWZ	Wed Apr 29 23:58:49 +0000 2015	0
NV	Everyone knows the quickest way from Austin to Cincy is through Denver. #ihatelayovers (at @denairport) https://t.co/YUbbKC0FKz	Wed Apr 29 23:59:00 +0000 2015	0
NV	You know your dad (@Delraypreacher) misses you when he sends you a video riding in his BMW with the top down along the beach in FL #jealous😭	Fri May 01 14:59:34 +0000 2015	0
