WY	#DesMoines, IA #Healthcare #Job: Registered Nurse/ RN Operating Room at Supplemental Health Care http://t.co/zdVw8iOpQ7 #Jobs #Hiring	Sun May 03 15:57:33 +0000 2015	0
WV	My mom church Op, a old ass woman got a thong on and a mini skirt😕😕😮😭😭😭	Sun May 03 15:57:44 +0000 2015	0
AK	Food after a rapid shopping trip... (at @Wagamama_uk in Lincoln, Lincolnshire w/ @andrew_rayner) https://t.co/jsDaB8hMt8	Sun May 03 15:57:53 +0000 2015	0
NV	@donnellylaura1 loved all your scenes with @caitrionambalfe in this episode, seeing Jenny and Claire bond was wonderful! #Outlander	Sun May 03 13:24:34 +0000 2015	0
FL	#jacksonville #jobs Service Appointment Coord. Ford Jacksonville - AutoNation -  Jacksonville, FL  http://t.co/r1N1wIkWnY	Sun May 03 13:24:37 +0000 2015	0
NV	ONLY TIME A WOMAN IS FED UP IS WHEN SHE FOUND ANOTHER NIGGA ... HUNNY IM FED UP	Sun May 03 12:36:32 +0000 2015	0
WY	Older #motorcycles with less electronic frills, I dig 'em :) #bmw #blackandwhite #motorcycleSunday @… https://t.co/pAJuBFXyl6	Sun May 03 16:29:08 +0000 2015	0
FL	Prince George of Cambridge arrives at St Mary's Hospital http://t.co/uBsmv1izTI	Sun May 03 16:29:10 +0000 2015	0
WY	Getting it cracking at the gym Like a GMC PRESIDENT @ Blast! Fitness - Western Ave https://t.co/dueykn4j2r	Sun May 03 16:29:13 +0000 2015	0
CA	and we made it!!!  #RanchRun2015 (@ Ride To Walk Ranch in Lincoln, CA) https://t.co/0YM2GL9HJj	Sun May 03 16:29:19 +0000 2015	0
FL	Time for some mini golf (@ Fantasia Gardens Miniature Golf in Lake Buena Vista, FL) https://t.co/AeXnoQoZRM http://t.co/U2dDUoI1dr	Sun May 03 16:29:20 +0000 2015	0
AK	Decentralized energy storage will benefit only those who can affort it &amp; will do more for pers branding than nature. https://t.co/IpMoBzWF8F	Sun May 03 16:29:23 +0000 2015	0
FL	Because Im gonna miss nicky!! http://t.co/QASiH0H9aH	Sun May 03 16:29:26 +0000 2015	0
WY	#Accounting #Job in #CEDARRAPIDS, IA: ~ Accountant ~ at Robert Half Finance &amp; Accounting http://t.co/W15ebvU993 #Jobs #Hiring	Sun May 03 16:29:46 +0000 2015	0
TX	I'm at Hill Country Bible Church Lakeline Campus in Austin, TX https://t.co/obti9ngkrm	Sun May 03 12:58:41 +0000 2015	0
AK	Huge Fucking wasp in the shop, customers think it's funny that im dying here	Sun May 03 12:58:47 +0000 2015	0
TX	A 2010 Chevrolet Camaro was just scanned near Houston, TX 77037 http://t.co/ACZACnVx3d #vinnychallenge #vinnyapp	Sun May 03 12:59:08 +0000 2015	0
TX	#security #Job in #Austin, TX: Associate Security Consultant at Trustwave http://t.co/wcVRp5oebA #infosec #Jobs #Hiring #TweetMyJobs	Sun May 03 12:59:15 +0000 2015	0
FL	Lol i didn't check twitter last night so i woke up to a bunch of salty pacman fans. Yeah mayweathers boring but he's smart.	Sun May 03 12:59:39 +0000 2015	0
WV	@Aim2CryticuL You did a great Job.. "Im not a random" never again	Sun May 03 16:32:01 +0000 2015	0
WV	Took a detour to see some rock. (@ Plymouth Historic Waterfront) https://t.co/LT2QRHET6a	Sun May 03 16:32:02 +0000 2015	0
TX	Names are important to me if you are gorgeous and smart and funny but your name is agnus or Helga idk if I can do it	Sun May 03 01:44:46 +0000 2015	0
HI	IM IN LOVE WITH THE COCO	Sun May 03 01:44:47 +0000 2015	0
WV	@telesara its wilkins twp. Im trying to find the addy	Sun May 03 01:45:00 +0000 2015	0
NM	@pellicott1 @Bouton_Barks Not helpless women but will be defenseless at the moment. #Outlander	Sun May 03 01:45:08 +0000 2015	0
CA	Eminems artist Joel Artist got this bitch turnt,Im loving this shit  #20likes #100likes #webstagram… https://t.co/95ZAYeBYRw	Sun May 03 01:45:17 +0000 2015	0
TX	Baylor Health Care System: Medical Technologist PRN Austin\Round Rock (#RoundRock, TX) http://t.co/FXIqsYsS4n #Healthcare #Job #Jobs	Sun May 03 01:45:22 +0000 2015	0
NM	as the lake days begin @ when eller catches 2 fish &amp; im at 0 https://t.co/BLe7atAuBK	Sun May 03 01:45:25 +0000 2015	0
NV	Here comes the "pity me" tweets lol bitch fuck your feelings Im drunk and REALLY don't give a fuck. Run back to mommy and daddy's you child	Sun May 03 05:47:44 +0000 2015	0
WV	"@AwesomityFun: im just a sarcastic lil bitch who loves to sleep and eat"	Sun May 03 05:47:44 +0000 2015	0
NM	If a person threatens me and I defend myself im not #racist id protect myself no matter skin tone	Sun May 03 05:47:45 +0000 2015	0
NV	Mom im celebing you in	Sun May 03 05:48:15 +0000 2015	0
NV	another day , another bling ! OneAmerica 500 Festival Mini Marathon 13.1 #race #run #itrainfor… https://t.co/auQZL3JoHA	Sun May 03 05:48:16 +0000 2015	0
CA	"@Fvnxy: First let me hop out the muhhfuckin Porsche http://t.co/rPaUZTAkP1"2NIGHT @AllisonInterior @_blaaakkkeee_ #showhayleeandkendall	Sun May 03 05:48:26 +0000 2015	0
NM	@REALBully5150 agreed @FloydMayweather fought a smart fight...jealousy	Sun May 03 05:48:29 +0000 2015	0
WY	#Transportation #Job alert: OTR Truck Drivign Job - Home... | Shaffer Trucking | #IowaCity, IA http://t.co/q2BPxqf8DP #VeteranJob #Jobs	Sun May 03 16:39:29 +0000 2015	0
AK	G-City Style 🙌🏻 🌆 #gcity #volotova #gomel #belarus #snapback #89 #illegal #nike #ford #focus #car… https://t.co/0TZjhhHWsL	Sun May 03 16:39:35 +0000 2015	0
WA	#Nursing #Job alert: Staff RN - Consulting Services | MultiCare Health System | #Tacoma, WA http://t.co/AiNQhqzCZo #Jobs #Hiring	Sun May 03 16:39:38 +0000 2015	0
TX	iHeart Radio Country Music Festival in Austin, TX.  Will be Airing on NBC, May 27th 9-11pm ET/CT.… https://t.co/pU99BM5LFu	Sun May 03 16:39:44 +0000 2015	0
AK	@IsacElliot im here	Sun May 03 16:39:52 +0000 2015	0
TX	My heart was so happy to share such a fun night with my little love #WalkTheMoon @ Stubb's Austin https://t.co/VinG6RDG1e	Sun May 03 16:39:53 +0000 2015	0
WV	Im so mad I slept in	Sun May 03 16:39:58 +0000 2015	0
NV	#Honkytonksaturdaynight #zumsteel #fenderamp #talkbox #opener @ Davey's Uptown Rambler's Club https://t.co/ZVSb9zDeR7	Sun May 03 05:35:52 +0000 2015	0
WY	im overrated???? #Joe	Sat May 02 23:47:47 +0000 2015	0
TX	I'm at Ruiz Studio in Austin, TX https://t.co/5Moj3wmeVu	Sat May 02 23:47:52 +0000 2015	0
TX	@HoroscopeVibes lies im twitter	Sat May 02 23:48:21 +0000 2015	0
NV	Going to see #aou oh god what if Whedon messed it up im so scared #Marvel	Sat May 02 23:48:24 +0000 2015	0
TX	#Labor #Job in #Austin, TX: Delivery Driver at CORT Business Services Corp. http://t.co/gg4AjNVUe5 #VeteranJob #Jobs #Hiring #TweetMyJobs	Sat May 02 23:48:36 +0000 2015	0
WI	At the @stmildreds #DrivingTheFuture Gala at #Porsche #Oakville w/ @aimeekain @kennedysisterRE &amp; my… https://t.co/nMyfqTscPT	Sat May 02 23:48:37 +0000 2015	0
WV	Ready for the Oldsmobile Spring Dust Off show tomorrow #67442W30 #Oldsmobile #Oldsmobile442 #442… https://t.co/vnVXtk42zW	Sat May 02 23:48:53 +0000 2015	0
TX	Who Yall got tonight? #DontImpersonateME @ 1600 S. pleasant valley rd austin tx 78741 https://t.co/QUQFEzKYfK	Sat May 02 23:48:56 +0000 2015	0
WV	Plant Eats on the River 🌱🌊 #Saturday #BeautifulDay #May2nd #MorgansPier #Philly @ Morgan's Pier https://t.co/Pd5ymAyLPJ	Sat May 02 22:49:52 +0000 2015	0
WV	Mint juleps and a but load of people for a great Derby race! (@ The British Beer Company in Plymouth, MA) https://t.co/WaDcEXLSKO	Sat May 02 22:49:52 +0000 2015	0
WY	@bartonvibes I KEEP REMEMBERING ALL THESE PICKUP LINES AND IM LIKE BUCKY BARNES WOULD SAY THESE	Sat May 02 22:50:00 +0000 2015	0
NV	Coo little time rocking this show. Now im networking to get some bigger things lined up. Dont nobody… https://t.co/kNPQHUV7oZ	Sat May 02 22:50:02 +0000 2015	0
WV	Im watching the fight tonight 😏	Sat May 02 22:50:02 +0000 2015	0
TX	I'm at Frank Erwin Center (ERC) - @utaustin for iHeartRadio Country Festival in Austin, TX https://t.co/er3z4PxL35	Sat May 02 22:50:09 +0000 2015	0
WV	Im some hood nigga just wit a lil twist im a realist i hate when black people protest black lives matter all lives matter all kinds #America	Sun May 03 07:55:56 +0000 2015	0
TX	"@AnastassiaCom: shut up 😒 https://t.co/4MvQIKrefg"🙊🙊🙊im sorry	Sun May 03 06:08:32 +0000 2015	0
