state,model,value
TX,TOYOTA TUNDRA,18
TX,HOLDEN,6
TX,TOYOTA,70
TX,HONDA,60
TX,LEXUS,28
TX,TESLA,60
TX,NISSAN ALTIMA,2
TX,GMC,0
TX,ACURA,16
TX,AUSTIN VINTAGE GUITARS,2
TX,NISSAN,2
TX,SAAB,2
TX,FIAT,2
TX,ADESA AUSTIN,10
TX,MAZDA MAZDA3,2
TX,CADILLAC CTS,2
TX,TOYOTA BODY SHOP,6
TX,GMC SIERRA,8
TX,NISSAN TITAN,2
TX,CADILLAC,38
TX,WAVEFORM AUSTIN,2
TX,BUICK,2
TX,SEAFOOD SMART,14
TX,VIVA FORD,2
TX,TOYOTA SIENNA,6
TX,AUSTIN GROUP,6
TX,VOLVO,26
TX,MERCEDES-BENZ,8
TX,INFINITI G35,14
TX,HONDA PASSPORT,6
TX,LIC AUSTIN,-6
TX,STUDEBAKER,2
TX,SUZUKI,18
TX,THE FORD MOTOR COMPANY,8
TX,SAAB 9-3,6
TX,GMC ACADIA,2
TX,AUSTIN POWERS,6
TX,AUSTIN SPEED SHOP,6
TX,FORD TRUCK,6
TX,AUDI A4,2
TX,PONTIAC REV COLLECTORS,6
TX,HENDRICK VOLKSWAGEN,6
TX,SMART POWER SYSTEMS,2
TX,GMC ENVOY,6
LA,JAGUAR,2
LA,KIA,12
LA,MORGAN CITY,2
LA,MERCEDES-BENZ,50
LA,EAGLE TELEMEDICINE,6
LA,BMW,4
LA,AUDI,2
LA,CADILLAC,2
LA,TOYOTA SUPRA,2
LA,TOYOTA,18
LA,TESLA,6
LA,SAAB,6
AK,MERCEDES-BENZ,2
AK,SMART,2
AK,MERCEDES,6
AK,BENTLEY,38
AK,HYUNDAI,6
AK,LEXPOINT AUDI,2
AK,HONDA,54
AK,MAZDA LEEDS,2
AK,FREDDIE MERCURY,2
AK,TESLA,16
AK,LEXUS IS,6
AK,FIAT PUNTO,2
AK,VOLVO DOUBLE DECKER,2
AK,VOLVO V70,2
AK,MINI COUNTRYMAN,2
AK,BMW,82
AK,SAAB 9000,6
AK,MCLAREN,6
AK,FORD MOTOR COMPANY,6
AK,TOYOTA,42
AK,AUDI,80
AK,JAGUAR LAND ROVER,4
AK,CHEVROLET,6
AK,HUMMER,6
AK,AUSTIN ALLEGRO,8
AK,LINCOLN,2
AK,CITROEN,20
AK,VOLVO,30
AK,SUBARU,4
AK,FERRARI,12
AK,FORD RANGER,8
AK,BENTLEY MOTORS,6
AK,NISSAN MANUFACTURING RUS,6
AK,LINCOLN BARONS,2
AK,MINI,6
AK,AUDI USA,2
AK,MAZDA MX-5,10
AK,BUICK VERANO,6
AK,MITSUBISHI,22
AK,NISSAN,22
AK,FORD,46
AK,DODGE,2
AK,LAMBORGHINI,2
AK,MAZDA,0
AK,DODGE CARAVAN,6
AK,AUDI A4,6
AK,TOYOTA OWNERS,2
AK,KIA OPTIMA,2
AK,RAM,2
AK,VOLKSWAGEN,38
AK,BMW 5 SERIES,2
AK,PAUL RIGBY VOLVO,2
AK,TESLA ENERGY,10
AK,FORD CORTINA,2
AK,SUBARU FORESTER,2
AK,TESLA MOTORS,6
AK,MERCURY,14
NC,TESLA MOTORS,6
NC,VOLKSWAGEN,2
NC,CADILLAC,12
NC,LEXUS,6
NC,MERCURY MARINE PRO,12
NC,MERCEDES-BENZ C-CLASS,2
NC,VOLVO,-4
NC,LEXUS RX,6
NC,HONDA,28
NC,FORD,34
NC,TOYOTA,6
NC,MERCURY MARINE,12
NC,CHEVROLET,6
NC,KIA,12
NC,TESLA,20
NC,JEEP GRAND WAGONEER,12
NC,TOYOTA OWNERS,6
NC,LAMBORGHINI,6
NC,NISSAN,6
NC,BMW,30
NC,CHEVORLET,12
NC,AUDI,28
NC,JEEP,2
ND,FIAT CHRYSLER,6
ND,FORD,2
ND,FERRARI,12
ND,IOT SMART TECHNOLOGIES,6
NE,PONTIAC,4
NE,CHEVROLET SILVERADO,2
NE,ACURA,2
NE,TESLA,8
NE,HONDA,28
NE,TOYOTA,14
NE,AUDI,12
NE,BMW FINANCIAL SERVICES,4
NE,LINCOLN AT SCHULZ TRANSPORTATION SERVICES,6
NE,SUBARU,2
NE,BENTLEY,0
NE,CHEVROLET AVALANCHE,2
NE,LEXUS IS,6
NE,TOYOTA SIENNA,18
NE,TOYOTA HIGHLANDER,6
NE,FORD,12
NE,LINCOLN,8
NE,HONDA CR-V,6
NE,SCION XB,2
NE,FORD F-350,6
TN,BMW,18
TN,CHEVROLET,6
TN,TESLA MOTORS,6
TN,LAMBORGHINI,12
TN,NEPAL SHRI RAM BARAN YADAV,12
TN,TESLA,6
TN,AUDI,2
TN,BENTLEY,8
TN,KIA,2
TN,FORD,8
TN,MERCURY,14
TN,CHEVORLET,6
TN,VOLKSWAGEN,6
NY,SAAB,88
NY,HONDA CIVIC HYBRID,6
NY,CHEVROLET SUBURBAN,116
NY,MITSUBISHI OUTLANDERF604,6
NY,EAGLE USA,2
NY,JEEP,230
NY,INFINITI,222
NY,CHEVROLET CORVETTE CONVERTIBLE,2
NY,FORD XB FALCON,12
NY,GMC SIERRA,134
NY,FORD SIERRA,4
NY,TESLA MOTORS,-4
NY,BYD,6
NY,MORGAN DOLLAR DESIGN,426
NY,DODGE CORONET,222
NY,FORD GALAXIE 500,6
NY,DODGE CARAVAN,550
NY,VOLKSWAGEN GTI,12
NY,TESLA MOTORS INC.,6
NY,DAEWOO,270
NY,MINI,12
NY,STUDEBAKER,8
NY,LEXUS IS,6
NY,HONDA ODYSSEY,140
NY,ROLLS-ROYCE,18
NY,AMERICAN EAGLE,84
NY,AMERICAN GOLD EAGLE,12
NY,PORSCHE,14
NY,FERRARI 330,120
NY,AUSTIN BEAD CO.,6
NY,VOLVO,96
NY,LINCOLN ZEPHYR,6
NY,FIAT,52
NY,BMW E46,202
NY,FORD FOCUS WRC,106
NY,FORD MUSTANG BOSS 429,4
NY,FIAT PANDA,42
NY,VOLVO S40,48
NY,BENTLEY,132
NY,STUDEBAKER LIGHT SIX,8
NY,TESLA ENERGY,40
NY,PLYMOUTH BELVEDERE,102
NY,FORD,4010
NY,JAGUAR,50
NY,FORD TRANSIT,30
NY,STUDEBAKER PRESIDENT,48
NY,SHELBY GT350,12
NY,TESLA MOTORS INC,24
NY,ACURA,84
NY,HONDA,1068
NY,VOLKSWAGEN DELIVERY VANS,4
NY,TOYOTA OWNERS,6
NY,FORD F-350,8
NY,MERCURY SYSTEMS,6
NY,LOTUS EXPERIMENTS,6
NY,MCLAREN,12
NY,MORGAN SILVER DOLLAR,40
NY,DODGE,-1368
NY,ACURA ILX,6
NY,CHRYSLER LHS,12
NY,HONDA NSX,12
NY,JEEP GRAND WAGONEER,24
NY,LOTUS CORTINA,296
NY,SUZUKI,214
NY,MERCURY,46
NY,LEXUS LS,2
NY,MINI CLUBMAN,22
NY,FORD MUSTANG MACH 1,2
NY,AUDI A4,34
NY,FORD CUSTOM,4
NY,DODGE SPRINTER,4
NY,STUDEBAKER GOLDEN HAWK,144
NY,HONDA ELEMENT,88
NY,SCION,26
NY,MAZDA CX-5,12
NY,BUGATTI,2
NY,HERPA BOLEY GMC INTERNATIONAL UTILITY,2
NY,MITSUBISHI HEAVY INDUSTRIES,6
NY,SUZUKI GRAND VITARA,126
NY,FORD RANGER,210
NY,PONTIAC STAR CHIEF,152
NY,PLYMOUTH BARRACUDA,2
NY,FERRARI TRUCK,6
NY,FERRARI,326
NY,TOYOTA RSC,6
NY,CHEVORLET,58
NY,BUICK,216
NY,FORD TRACTOR,6
NY,VOLKSWAGEN,170
NY,ACURA LEGEND,76
NY,CADILLAC CTS,110
NY,BMW 5 SERIES,6
NY,FERRARI SUPERCARS,2
NY,FERRARI 250,144
NY,GEO,6
NY,MERCURY COMET,52
NY,AUDI,336
NY,HEALEY KIA,2
NY,LEXUS,210
NY,LOTUS,84
NY,TESLA VENTURES,16
NY,SHELBY,8
NY,VOLKSWAGEN VAN,6
NY,EAGLE,106
NY,FORD BRONCO,26
NY,1955 FORD,106
NY,KIMO BENTLEY SKINCARE,6
NY,LAMBORGHINI,194
NY,FORD ZEPHYR,4
NY,MORGAN,226
NY,PONTIAC,280
NY,FORD INVESTORS,12
NY,HUMMER,150
NY,CADILLAC FLEETWOOD BROUGHAM,2
NY,BMW 330,10
NY,CADILLAC,294
NY,MERCEDES-BENZ,258
NY,HONDA INSIGHT,6
NY,PLYMOUTH ROAD RUNNER,-102
NY,FORD MOTOR CO.,6
NY,NISSAN,350
NY,MITSUBISHI,392
NY,KIA MOTORS AMERICA,6
NY,EAGLE HEAD,48
NY,MITSUBISHI CHALLENGER,6
NY,CHEVROLET EXPRESS,142
NY,CHEVROLET CHEVELLE,12
NY,CHRYSLER,-302
NY,MAYBACH MUSIC,2
NY,BMW 650,46
NY,PLYMOUTH ROCK ENERGY,6
NY,SMART AGE SOLUTIONS,2
NY,FORD ANGLIA,12
NY,MERCURY OUTBOARD,16
NY,KIA RACING,2
NY,BMW PERFORMANCE CENTER,2
NY,INFINITI FX35,66
NY,CHEVROLET,1854
NY,DODGE CHARGER 500,6
NY,MORGAN STANLEY,6
NY,CADILLAC DEVILLE,12
NY,AMERICAN EAGLE OUTFITTERS,362
NY,JP MORGAN CHASE,28
NY,FERRARI 348,44
NY,AUTOMOBILI LAMBORGHINI,8
NY,MITSUBISHI TRITON,6
NY,SILVER MORGAN DOLLARS,2
NY,DODGE AIRFLOW BANK COLLECTORS,2
NY,MAZDA,48
NY,OLDSMOBILE 442,2
NY,HYUNDAI CAPITAL AMERICA,6
NY,FORD FOCUS TITANIUM,24
NY,FIAT CHRYSLER,4
NY,FORD MODELS,2
NY,HYUNDAI,150
NY,KIA,20
NY,MICKEY MINI,18
NY,TOYOTA SUPRA,66
NY,FORD CORTINA,76
NY,SWISS EAGLE WATCHES,12
NY,BMW,1562
NY,MORGAN DOLLAR,66
NY,SUBARU XT,6
NY,FERRARI 365,2
NY,SILVER AMERICAN EAGLE,6
NY,GMC,354
NY,FORD MOTOR CO,30
NY,SUBARU FORESTER,16
NY,WOCKET SMART WALLET,12
NY,FORD PUMA,42
NY,EAGLE BULK SHIPPING,6
NY,SUBARU,96
NY,BENTLEY CONTINENTAL GT,100
NY,CITROEN,32
NY,SMART TV,6
NY,LINCOLN ELECTRIC PRECISION,60
NY,TOYOTA TUNDRA,4
NY,1937 FORD,6
NY,TOYOTA,1150
NY,KIA SPECTRA,6
NY,TESLA,210
PA,PONTIAC,6
PA,INFINITI,6
PA,MITSUBISHI,2
PA,TESLA,12
PA,TOYOTA,2
PA,LAMBORGHINI,12
PA,ZEREX FORD,6
PA,HOLDEN,4
PA,MAZDA,2
PA,KIA,6
PA,FERRARI,8
PA,FORD,4
PA,MERCEDES-BENZ,6
PA,SHELBY GT500,2
PA,BMW I,2
PA,BMW,26
PA,HONDA,6
RI,CADILLAC,6
RI,TESLA,2
RI,BMW,8
RI,LAMBORGHINI,18
RI,BENTLEY,6
RI,CHRYSLER,6
RI,FORD MUSTANG MACH 1.,6
RI,FORD,2
RI,AUDI,20
RI,LEXUS,6
RI,VOLKSWAGEN,6
NV,MITSUBISHI,8
NV,RAM,6
NV,CHEVROLET ASTRO,2
NV,TESLA,16
NV,LEXUS,32
NV,CADILLAC DEVILLE,8
NV,KIA SPORTAGE,2
NV,MITSUBISHI ECLIPSE,2
NV,VOLVO V70,6
NV,AUSTIN USA,6
NV,TESLA MOTORS,12
NV,PONTIAC,20
NV,CHRYSLER IMPERIAL,2
NV,SILVERTHORNE SUBARU,12
NV,GMC TERRAIN,6
NV,BENTLEY,-4
NV,MAYBACH,2
NV,ACURA MDX,4
NV,CHEVROLET CAVALIER,4
NV,TOYOTA MOTOR MANUFACTURING INDIANA,8
NV,ASIA FORD,2
NV,TOYOTA TUNDRA,6
NV,KINGS HONDA,6
NV,TOYOTA OWNERS,2
NV,VOLKSWAGEN ROUTAN,2
NV,JEEP,4
NV,VOLKSWAGEN NEW BEETLE,6
NV,INFINITI,2
NV,TOYOTA HIGHLANDER,10
NV,TOYOTA,86
NV,FORD F-350,2
NV,PONTIAC VIBE,6
NV,VOLVO,8
NV,ACURA INTEGRA,6
NV,CADILLAC SEVILLE,2
NV,KIA RIO,6
NV,AUDI S4,8
NV,CADILLAC CTS,2
NV,FORD FOCUS,2
NV,CHEVROLET TAHOE,10
NV,TOYOTA RAV4,2
NV,HYUNDAI ELANTRA,4
NV,SUBARU,2
NV,TOYOTA SIENNA,12
NV,HYUNDAI SANTA FE,2
NV,BMW,18
NV,FORD RANGER,4
NV,MERCURY SABLE,6
NV,CADILLAC,6
NV,NISSAN MAXIMA,4
NV,CHRYSLER PACIFICA,2
NV,CHRYSLER TOWN AND COUNTRY,4
NV,PEEK SHELBY,2
NV,CHRYSLER,16
NV,CHEVROLET COLORADO,6
NV,VOLKSWAGEN PASSAT,2
NV,LINCOLN NAVIGATOR,2
NV,SHELBY GT350,6
NV,HONDA PILOT,2
NV,LEXUS IS,4
NV,CHEVROLET SILVERADO,18
NV,CHEVROLET AVALANCHE,12
NV,FERRARI,8
NV,CHEVROLET,14
NV,MAZDA,0
NV,FORD ESCAPE,2
NV,HONDA,48
NV,VOLVO S40,8
NV,VOLKSWAGEN,2
NV,SCION,2
NV,NISSAN TITAN,2
NV,SAAB 9-3,2
NV,SUZUKI FORENZA,6
NV,BUICK,16
NV,NISSAN JUKE,2
NV,JAGUAR S-TYPE,2
NV,AUDI,36
NV,BUICK LESABRE,6
NV,NISSAN,4
NV,NISSAN SENTRA,4
NV,CHEVROLET MALIBU,6
NV,MINI COOPER,2
NV,NISSAN ALTIMA,12
NV,TEAM FORD LINCOLN,4
NV,CHRYSLER VOYAGER,2
NV,HONDA CR-V,4
NV,GMC,24
NV,FORD FREESTYLE,2
NV,PONTIAC G6,2
NV,HYUNDAI,16
NV,LAMBORGHINI,8
NV,LEXUS RX,6
NV,KIA SPECTRA,8
NV,FORD EXPLORER SPORT TRAC,6
NV,GMC SIERRA,6
NV,VOLVO S80,6
NV,TOYOTA PRODUCTION ENGINEERING,2
NV,NISSAN FRONTIER,18
NV,NISSAN PATHFINDER,4
NV,FORD,44
VA,NISSAN,2
VA,EAGLE BANCORP,6
VA,TOYOTA,2
VA,TESLA MOTORS,2
VA,FORD,6
VA,AUDI,-4
VA,FERRARI,12
VA,HONDA,10
VA,BMW,26
VA,RYGUY MINI,2
VA,TOYOTA OWNERS,18
VA,TESLA,2
VA,HYUNDAI,8
VA,CAPRESSO MINI DRIP,6
VA,BMW OPEN,2
VA,JAGUAR,6
VA,STUDEBAKER LAND CRUISER,2
VA,DODGE,6
CO,TOYOTA WILL,6
CO,FORD,10
CO,MCLAREN,2
CO,AUDI,8
CO,VOLKSWAGEN,6
CO,NISSAN,6
CO,TESLA,0
CO,DODGE CARAVAN,6
CO,MERCEDES-BENZ,8
CO,INFINITI,6
CO,PONTIAC,6
CO,HONDA,8
CO,CADILLAC,6
CO,MINI MANSIONS,12
CO,TOYOTA,42
CO,CHEVROLET,6
CO,CHRYSLER,6
CO,TESLA ENERGY,6
CO,BMW,14
CA,SATURN S-SERIES,12
CA,NISSAN VERSA,6
CA,HYUNDAI,16
CA,PONTIAC MONTANA,2
CA,FORD EXPEDITION,6
CA,VOLKSWAGEN GOLF,2
CA,HONDA CR-V,16
CA,TESLA TECHNOLOGY,2
CA,CHEVROLET MALIBU,8
CA,VOLVO,66
CA,SATURN AURA,6
CA,MERCEDES-BENZ,2
CA,SUZUKI SWIFT,6
CA,NISSAN SENTRA,6
CA,FORD MOTOR,2
CA,BMW I,4
CA,GALPIN HONDA SERVICE,2
CA,MERCEDES-BENZ SL-CLASS,2
CA,MITSUBISHI ELECTRIC US,2
CA,ACURA TL,10
CA,CADILLAC XTS,4
CA,TOYOTA CAMRY HYBRID,6
CA,BLUE LOTUS VIETNAMESE CUISINE,2
CA,MINI,6
CA,CHEVROLET SONIC,6
CA,HONDA ODYSSEY,10
CA,HONDA ODYSESSY,2
CA,CHEVROLET SUBURBAN,6
CA,NISSAN MOTOR CO,2
CA,FERRARI,6
CA,MCLAREN,6
CA,SATURN L-SERIES,6
CA,DESERT EAGLE BREWING COMPANY,2
CA,FORD,228
CA,FERRARI F50 GT,6
CA,FERRARI 365,6
CA,KIA ZI SHIRU,4
CA,LEXUS LS,6
CA,MAZDA,28
CA,KIA MOTORS,12
CA,FERRARI STORE,2
CA,AMERICAN EAGLE AIRLINES,2
CA,GMC ACADIA,2
CA,VOLKSWAGEN GTI,6
CA,AUSTIN RIVERS,2
CA,NISSAN,64
CA,DAEWOO,2
CA,PORSCHE,-4
CA,LINCOLN,8
CA,MITSUBISHI GALANT,2
CA,TOYOTA RACING DEVELOPMENT,2
CA,TOYOTA PRIUS V,4
CA,BUICK,14
CA,LAMBORGHINI,32
CA,VOLKSWAGEN NEW BEETLE,2
CA,SUBARU FORESTER,6
CA,SCION XB,6
CA,TOYOTA SEQUOIA,6
CA,FORD RESEARCH,10
CA,HONDA PILOT,2
CA,LEXUS,40
CA,FORD FOUNDATION,6
CA,BMW,134
CA,SATURN,6
CA,KIA FORTE,6
CA,MINI COOPER,6
CA,LAMBORGHINI AVENTADOR,6
CA,TESLA DESIGN STUDIO,4
CA,BMW INC,10
CA,CADILLAC CTS,12
CA,NISSAN MAXIMA,6
CA,GEO GROUP INC.,-20
CA,CADILLAC DEVILLE,2
CA,NISSAN JUKE,2
CA,CADILLAC,44
CA,VOLKSWAGEN CC,2
CA,BMW 6 SERIES,6
CA,JAGUAR,6
CA,GMC SIERRA,2
CA,LEXUS RX,2
CA,MITSUBISHI,24
CA,FORD RANGER,6
CA,MERCEDES-BENZ CLS-CLASS,6
CA,INFINITI G35,6
CA,SMART,2
CA,AMERICAN EAGLE JEANS,4
CA,BMW 650,2
CA,AMERICAN EAGLE,2
CA,JAGUAR CULT SHAMANS,6
CA,FORD BRONCO,2
CA,MAZDA TOYO,6
CA,GEO GROUP INC,-56
CA,AUDI S4,2
CA,AUDI S5,2
CA,AUDI S3,2
CA,AUDI A6,2
CA,HONDA,70
CA,MERCURY PARK LANE,2
CA,CHEVROLET SILVERADO,4
CA,KIA OPTIMA,8
CA,FOOSE DESIGN,2
CA,CHEVROLET HHR,2
CA,GMC,2
CA,EAGLE BOYS,6
CA,CHEVROLET,6
CA,TESLA,162
CA,KIA,32
CA,FORD E-SERIES,6
CA,HONDA ELEMENT,6
CA,TOYOTA SIENNA,24
CA,CHEVROLET COBALT,2
CA,MORGAN HERITAGE,18
CA,INFINITI,12
CA,SHELBY DAYTONA,2
CA,SCION,8
CA,NISSAN XTERRA,6
CA,FERRARI 250,4
CA,VOLKSWAGEN,20
CA,TESLA MOTORS INC.,2
CA,NISSAN ALTIMA,8
CA,FRANCIS FORD COPPOLA WINERY,2
CA,TOYOTA OWNERS,2
CA,GMC CANYON,6
CA,EW SMART,2
CA,PLYMOUTH BARRACUDA.,2
CA,MASERATI,2
CA,TOYOTA TUNDRA,4
CA,TOYOTA MOTOR SALES,2
CA,FORD EXCURSION,4
CA,VOLKSWAGEN ROUTAN,2
CA,ACURA MDX,2
CA,TOYOTA MATRIX,6
CA,PONTIAC,-4
CA,JEEP,4
CA,SATURN ION,6
CA,NISSAN QUEST,6
CA,MERCEDES-BENZ C-CLASS,8
CA,SUBARU,16
CA,CHRYSLER,26
CA,CHEVROLET S-10,2
CA,AUDI,122
CA,AUDI A4,6
CA,TOYOTA,200
CA,SHELBY GT350,4
CA,MERCURY,6
CA,AMERICAN EAGLE FURNITURE,4
CA,TOYOTA SUPRA,2
CA,TOYOTA HIGHLANDER,6
CA,MAZDA MAZDA3,6
CA,TESLA ENERGY,24
CA,BENTLEY,62
CA,BENTLEY PROJECTS,2
CA,TESLA MOTORS,12
CA,TESLA VENTURES,2
CA,GMC SYCLONE,2
CA,JAGUAR XF,10
CA,DODGE,-2
CA,JAPANESE RESTAURANT HONDA,2
AL,LOTUS,2
AL,LAMBORGHINI,6
AL,TOYOTA WILL,6
AL,LOTUS CRUSH,6
AL,TESLA,6
AL,ACURA,6
AL,AUDI,4
AL,CADILLAC,6
AL,HONDA,38
AL,FORD,6
AL,TOYOTA,14
AL,SHELBY GT500,2
AR,TOYOTA,6
AR,MERCURY,6
AR,BENTLEY,18
AR,FORD,4
AR,JEEP,6
VT,NEPAL SHRI RAM BARAN YADAV,2
VT,SUBARU,12
VT,CLIMATE SMART AG,2
VT,CHEVROLET,2
VT,VOLKSWAGEN,14
VT,BENTLEY,6
VT,MERCEDES-BENZ,6
VT,FORD,2
VT,SUBARU OUTBACK,6
VT,TOYOTA,8
VT,AUDI,2
VT,TESLA,6
VT,BMW,6
IL,FORD,12
IL,TOYOTA,2
IL,VOLVO,44
IL,AUDI,6
IL,BUICK,6
IL,MERCURY,6
IL,BMW,6
IL,INFINITI,6
IL,BENTLEY,12
IL,EAGLE DREAMS PROMOTIONS,6
IL,MINI,6
IL,MASERATI,6
IL,IVCC LINCOLN,6
IL,TESLA,26
IL,FORD BRONCO,12
IL,FORD EXPEDITION,12
IL,GMC,6
IL,NISSAN,38
IL,HONDA,4
IL,GMC TERRAIN,6
GA,KIA SEDONA,6
GA,INFINITI,2
GA,KIA,4
GA,HONDA,12
GA,JAGUAR XF,6
GA,TOYOTA,16
GA,FORD F-SERIES SUPER DUTY,12
GA,ELIE SAAB HAUTE COUTURE,6
GA,AUDI,16
GA,FORD,34
GA,SUZUKI SWIFT,6
GA,BENTLEY,6
GA,GMC,8
GA,VOLKSWAGEN,4
GA,AUSTIN METRO,6
GA,LEXUS RX,12
GA,BMW,8
GA,MCLAREN,6
GA,CHRYSLER,12
GA,NISSAN MAXIMA,6
GA,MERCEDES,2
GA,TESLA ENERGY,6
GA,BMW I,6
GA,HYUNDAI,6
GA,TESLA,4
IN,MERCEDES-BENZ,12
IN,VOLVO,2
IN,UPCOMING BENTLEY BENTAYGA,2
IN,BENTLEY,12
IN,TESLA MOTORS,6
IN,TESLA,8
IN,LAMBORGHINI,2
IN,HONDA,2
IN,TOYOTA,18
IN,CADILLAC,0
IN,CHEVROLET,12
IN,MINI,6
IN,KIA,38
IN,FERRARI,6
IN,TOYOTA SUPRA,2
IN,SHELBY GT500,6
IN,MITSUBISHI,6
IN,AUDI,2
IN,CHEVROLET SILVERADO,6
IN,FORD,10
IN,CHRYSLER,12
IN,BMW,8
IN,FIAT,6
IA,TESLA,6
IA,TOYOTA,6
IA,AUDI,16
IA,BENTLEY,6
IA,AUSTIN METRO,6
IA,FORD,6
IA,LEXUS,18
IA,LAMBORGHINI AVENTADOR,4
IA,KIA,6
IA,MINI MANSIONS,6
IA,HONDA,6
IA,MAZDA CX-9,6
IA,RAM,6
MA,VOLVO,2
MA,TESLA,22
MA,TOYOTA SUPRA,12
MA,LEXUS CT,6
MA,MITSUBISHI,6
MA,VOLVO CHINA,6
MA,TESLA GENERATOR BLUEPRINTS,6
MA,BMW,8
MA,BENTLEY,6
MA,MERCURY,2
MA,LAMBORGHINI,6
MA,VOLKSWAGEN,0
AZ,SUNFLAIR MINI,2
AZ,PORSCHE,2
AZ,HONDA PILOT,2
AZ,MASERATI,8
AZ,JAGUAR,6
AZ,MINI ASIAN INSPIRED CAKES,6
AZ,MCLAREN,4
AZ,MERCURY,6
AZ,NISSAN,6
AZ,1955 FORD,2
AZ,KIA,8
AZ,CHEVROLET,2
AZ,DODGE NATIONAL PRESS,2
AZ,MITSUBISHI,2
AZ,VOLKSWAGEN,14
AZ,FORD,12
AZ,KIA OPTIMA,6
AZ,CADILLAC,8
AZ,ACURA,6
AZ,BENTLEY,12
AZ,AUDI,46
AZ,BENTLEY CONTINENTAL GT,2
AZ,LEXUS,2
AZ,BUGATTI,8
AZ,FIAT PANDA,6
AZ,TESLA,16
AZ,HONDA,24
AZ,BUICK,6
AZ,FERRARI,12
AZ,LAMBORGHINI,8
AZ,SATURN ION,6
AZ,CADILLAC CTS,6
AZ,BMW,82
AZ,JEEP,50
AZ,INFINITI G35,2
AZ,TOYOTA OWNERS,12
ID,BMW,8
ID,AUDI,2
ID,JAGUAR LAND ROVER,6
ID,NISSAN,2
ID,AUSTIN USA,6
ID,IRONHIDE GMC TOPKICK,6
ID,VOLVO,6
CT,FORD MOTOR CO,6
CT,AUDI,32
CT,VOLKSWAGEN,6
CT,HONDA,6
CT,BMW,36
CT,CHRYSLER,2
CT,TOYOTA,20
CT,BENTLEY,12
CT,TESLA,26
CT,AUSTIN ARTS,6
CT,CHEVROLET,4
CT,TESLA MOTORS,2
CT,HONDA MOTORS,6
CT,CROWLEY KIA,6
CT,JEEP,2
CT,LAMBORGHINI,6
CT,DODGE,2
CT,SUZUKI,6
CT,MASERATI,6
CT,FORD,8
CT,TESLA VENTURES,2
CT,FERRARI,6
CT,TESLA ENERGY,6
CT,LEXUS,6
CT,SUBARU,-10
CT,HYUNDAI,12
ME,GMC,6
ME,KIA,2
ME,NIOMI SMART,2
ME,BMW,12
ME,INFINITI M45,6
ME,MCLAREN,6
ME,FORD FREESTYLE,2
ME,GMC SIERRA,20
ME,FORD,56
ME,VOLVO,0
ME,SUZUKI,8
ME,HONDA,38
ME,TESLA,16
ME,NISSAN XTERRA,12
ME,CHEVROLET MALIBU,6
ME,HYUNDAI,2
ME,AUDI,2
ME,DODGE CARAVAN,0
ME,1955 FORD,2
ME,BENTLEY,8
ME,PONTIAC GRAND AM,12
ME,FORD RANGER,8
ME,PONTIAC GRAND PRIX MINT,6
ME,LAMBORGHINI,6
MD,EAGLE EXCELLENCE,6
MD,VOLKSWAGEN GROUP,2
MD,TESLA BROCHURES,6
MD,TESLA MOTORS,10
MD,LEXUS RX,10
MD,TESLA ENERGY,12
MD,TOYOTA,22
MD,LEXUS,2
MD,FORD,6
MD,MORGAN STANLEY,2
MD,SUBARU,6
MD,INFINITI,2
MD,BENTLEY,12
MD,VOLKSWAGEN SCIROCCO,12
MD,FIAT CHRYSLERS,2
MD,KIA,12
MD,AUDI,2
MD,BMW,6
MD,MAZDA,2
MD,NISSAN,2
MD,TESLA,10
MD,FERRARI,4
MD,MERCURY,2
OK,DODGE NATIONAL PRESS,6
OK,FIAT CHRYSLER,6
OK,CADILLAC,6
OK,HONDA,6
OK,JAGUAR,6
OK,AUDI,36
OK,BMW,32
OK,TESLA,-4
OK,FORD,8
OK,FERRARI 250,2
OK,LEXUS,6
OK,VOLKSWAGEN,2
OK,FERRARI,4
OK,EAGLE ONE PIZZA,2
OK,FREDDIE MERCURY,4
OH,CADILLAC,6
OH,SUBARU,8
OH,TWEED HOLDEN,2
OH,RICHMOND TOYOTA OWNERS,-2
OH,LINCOLN MKZ,8
OH,CHEVROLET,8
OH,TESLA ENERGY,6
OH,FORD,34
OH,BMW,26
OH,BENTLEY,8
OH,NISSAN,2
OH,FORD MUSTANG MACH 1.,2
OH,MAZDA,6
OH,VOLVO,30
OH,MITSUBISHI MIRAGE,2
OH,HONDA,28
OH,AUSTIN USA,6
OH,SHARPNACK CHEVROLET,2
OH,MCLAREN,6
OH,BUICK,2
OH,FORD SPITZER GROUP,2
OH,TOYOTA,14
OH,TESLA,18
OH,TESLA MOTORS,2
OH,FERRARI,2
OH,BUGATTI,6
OH,HYUNDAI ELANTRA,6
OH,CAPRESSO MINI DRIP COFFEE,2
OH,MITSUBISHI,6
OH,CAPRESSO MINI DRIP,6
OH,FORD F-350,2
OH,KIA,2
OH,VOLKSWAGEN,10
OH,MERCURY,2
OH,GIANT EAGLE,2
OH,ACURA MDX,6
OH,LAMBORGHINI,10
OH,CHEVROLET SILVERADO,6
OH,AUDI,24
OH,LEXUS,12
OH,HONDA CIVIC HATCH,6
UT,LEXUS,2
UT,BMW,18
UT,TESLA,0
UT,FORD,8
UT,FERRARI,2
UT,NISSAN,14
